language,id,title,category,url
ru,61,Рагу из кабачков,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ragu-iz-kabachkov/
ru,62,Тушёная фасоль с овощами,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tushionaia-fasol-s-ovoshchami/
ru,63,Чечевица с морковью,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/chechevitsa-s-morkov-iu/
ru,64,Курица с гречкой,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kuritsa-s-grechkoi/
ru,65,Курица с овощами в духовке,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kuritsa-s-ovoshchami-v-dukhovke/
ru,66,Рыба с овощами в духовке,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ryba-s-ovoshchami-v-dukhovke/
ru,67,Капустные котлеты,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kapustnye-kotlety/
ru,68,Морковные котлеты,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/morkovnye-kotlety/
ru,69,Картофельные котлеты,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kartofel-nye-kotlety/
ru,70,Пирог с грушами,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pirog-s-grushami/
ru,71,Пирог со сливами,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pirog-so-slivami/
ru,72,Пирог с ягодами,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pirog-s-iagodami/
ru,73,Печёные яблоки с творогом,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pechionye-iabloki-s-tvorogom/
ru,74,Овсяное печенье,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ovsianoe-pechen-e/
ru,75,Творожное печенье,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tvorozhnoe-pechen-e/
ru,76,Печенье с яблоком,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pechen-e-s-iablokom/
ru,77,Кекс с яблоками,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/keks-s-iablokami/
ru,78,Морковный кекс,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/morkovnyi-keks/
ru,79,Тыквенный кекс,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tykvennyi-keks/
ru,80,Булочки с корицей,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/bulochki-s-koritsei/
ru,81,Ватрушки с творогом,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/vatrushki-s-tvorogom/
ru,82,Пирожки с капустой,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pirozhki-s-kapustoi/
ru,83,Пирожки с яблоками,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pirozhki-s-iablokami/
ru,84,Манник домашний,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/mannik-domashnii/
ru,85,Салат из огурцов и помидоров,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-ogurtsov-i-pomidorov/
ru,86,Салат из редиса и огурца,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-redisa-i-ogurtsa/
ru,87,Салат из моркови и яблока,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-morkovi-i-iabloka/
ru,88,Салат из капусты и яблока,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-kapusty-i-iabloka/
ru,89,Салат из свёклы с черносливом,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-sviokly-s-chernoslivom/
ru,90,Салат с фасолью и овощами,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-s-fasol-iu-i-ovoshchami/
ru,91,Салат с картофелем и зеленью,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-s-kartofelem-i-zelen-iu/
ru,92,Салат из огурцов с укропом,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-ogurtsov-s-ukropom/
ru,93,Тёплый салат с тыквой,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tioplyi-salat-s-tykvoi/
ru,94,Салат из запечённой свёклы,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-zapechionnoi-sviokly/
ru,95,Салат с чечевицей,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-s-chechevitsei/
ru,96,Салат из помидоров с луком,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-pomidorov-s-lukom/
ru,97,Салат из моркови с изюмом,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-morkovi-s-iziumom/
ru,98,Компот из груш,Напиток,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kompot-iz-grush/
ru,99,Компот из сухофруктов,Напиток,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kompot-iz-sukhofruktov/
ru,100,Компот из слив,Напиток,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kompot-iz-sliv/
ru,101,Суп с красной чечевицей,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/sup-s-krasnoi-chechevitsei/
ru,102,Куриный суп с рисом,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kurinyi-sup-s-risom/
ru,103,Овощной суп с перловкой,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ovoshchnoi-sup-s-perlovkoi/
ru,104,Суп из белой фасоли,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/sup-iz-beloi-fasoli/
ru,105,Томатный суп с рисом,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tomatnyi-sup-s-risom/
ru,106,Суп с тыквой и чечевицей,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/sup-s-tykvoi-i-chechevitsei/
ru,107,Картофельный суп с грибами,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kartofel-nyi-sup-s-gribami/
ru,108,Капустный суп с фасолью,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kapustnyi-sup-s-fasol-iu/
ru,109,Суп с кабачком и рисом,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/sup-s-kabachkom-i-risom/
ru,110,Морковный крем-суп,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/morkovnyi-krem-sup/
ru,111,Свекольный овощной суп,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/svekol-nyi-ovoshchnoi-sup/
ru,112,Суп с зелёной фасолью,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/sup-s-zelionoi-fasol-iu/
ru,113,Куриный суп с овощами,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kurinyi-sup-s-ovoshchami/
ru,114,Суп с гречкой,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/sup-s-grechkoi/
ru,115,Овощной суп с овсяными хлопьями,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ovoshchnoi-sup-s-ovsianymi-khlop-iami/
ru,116,Суп-пюре из брокколи,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/sup-piure-iz-brokkoli/
ru,117,Суп-пюре из моркови,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/sup-piure-iz-morkovi/
ru,118,Суп с нутом,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/sup-s-nutom/
ru,119,Лёгкий суп с капустой,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/liogkii-sup-s-kapustoi/
ru,120,Суп с картофелем и горошком,Суп,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/sup-s-kartofelem-i-goroshkom/
ru,121,Овсянка с бананом,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ovsianka-s-bananom/
ru,122,Овсянка с яблоком и корицей,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ovsianka-s-iablokom-i-koritsei/
ru,123,Гречневая каша с яблоком,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/grechnevaia-kasha-s-iablokom/
ru,124,Рисовая каша с тыквой,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/risovaia-kasha-s-tykvoi/
ru,125,Творог с грушей,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tvorog-s-grushei/
ru,126,Творог с ягодами,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tvorog-s-iagodami/
ru,127,Омлет с брокколи,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/omlet-s-brokkoli/
ru,128,Омлет с грибами,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/omlet-s-gribami/
ru,129,Запеканка из творога и яблок,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/zapekanka-iz-tvoroga-i-iablok/
ru,130,Творожная запеканка с изюмом,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tvorozhnaia-zapekanka-s-iziumom/
ru,131,Оладьи с яблоком,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/olad-i-s-iablokom/
ru,132,Оладьи из кабачка,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/olad-i-iz-kabachka/
ru,133,Гречневые оладьи,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/grechnevye-olad-i/
ru,134,Яблочные гренки,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/iablochnye-grenki/
ru,135,Пшённая запеканка,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pshionnaia-zapekanka/
ru,136,Рисовые оладьи,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/risovye-olad-i/
ru,137,Яйца с помидорами,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/iaitsa-s-pomidorami/
ru,138,Каша из овсяных хлопьев с грушей,Завтрак,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kasha-iz-ovsianykh-khlop-ev-s-grushei/
ru,139,Гречка с курицей и морковью,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/grechka-s-kuritsei-i-morkov-iu/
ru,140,Рис с курицей и овощами,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ris-s-kuritsei-i-ovoshchami/
ru,141,Перловка с курицей,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/perlovka-s-kuritsei/
ru,142,Тушёная капуста с фасолью,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tushionaia-kapusta-s-fasol-iu/
ru,143,Картофель с капустой в духовке,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kartofel-s-kapustoi-v-dukhovke/
ru,144,Кабачки с рисом,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kabachki-s-risom/
ru,145,Запечённая тыква с чечевицей,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/zapechionnaia-tykva-s-chechevitsei/
ru,146,Овощи с нутом,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ovoshchi-s-nutom/
ru,147,Гречка с грибами и луком,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/grechka-s-gribami-i-lukom/
ru,148,Рис с фасолью,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ris-s-fasol-iu/
ru,149,Рыба с картофелем,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ryba-s-kartofelem/
ru,150,Рыба с кабачком,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ryba-s-kabachkom/
ru,151,Куриные котлеты в духовке,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kurinye-kotlety-v-dukhovke/
ru,152,Овощные котлеты,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ovoshchnye-kotlety/
ru,153,Чечевичные котлеты,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/chechevichnye-kotlety/
ru,154,Тушёная морковь с фасолью,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tushionaia-morkov-s-fasol-iu/
ru,155,Картофельная запеканка с овощами,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kartofel-naia-zapekanka-s-ovoshchami/
ru,156,Гречневая запеканка,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/grechnevaia-zapekanka/
ru,157,Рисовая запеканка с овощами,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/risovaia-zapekanka-s-ovoshchami/
ru,158,Тыквенное рагу,Основное,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tykvennoe-ragu/
ru,159,Шарлотка с грушей,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/sharlotka-s-grushei/
ru,160,Яблочный кекс с корицей,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/iablochnyi-keks-s-koritsei/
ru,161,Овсяный пирог с яблоком,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ovsianyi-pirog-s-iablokom/
ru,162,Творожный пирог,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tvorozhnyi-pirog/
ru,163,Морковный пирог,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/morkovnyi-pirog/
ru,164,Тыквенный пирог,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tykvennyi-pirog/
ru,165,Пирог со смородиной,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pirog-so-smorodinoi/
ru,166,Пирог с вишней,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pirog-s-vishnei/
ru,167,Пирог с абрикосами,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pirog-s-abrikosami/
ru,168,Домашние овсяные булочки,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/domashnie-ovsianye-bulochki/
ru,169,Булочки с яблоком,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/bulochki-s-iablokom/
ru,170,Творожные булочки,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tvorozhnye-bulochki/
ru,171,Печенье с корицей,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/pechen-e-s-koritsei/
ru,172,Тыквенное печенье,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tykvennoe-pechen-e/
ru,173,Ягодные маффины,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/iagodnye-maffiny/
ru,174,Яблочные маффины,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/iablochnye-maffiny/
ru,175,Творожные маффины,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tvorozhnye-maffiny/
ru,176,Запечённые груши с творогом,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/zapechionnye-grushi-s-tvorogom/
ru,177,Домашняя галета с яблоками,Выпечка,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/domashniaia-galeta-s-iablokami/
ru,178,Салат из капусты с морковью,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-kapusty-s-morkov-iu/
ru,179,Салат из огурца и капусты,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-ogurtsa-i-kapusty/
ru,180,Салат с нутом и помидорами,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-s-nutom-i-pomidorami/
ru,181,Салат с фасолью и капустой,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-s-fasol-iu-i-kapustoi/
ru,182,Салат с чечевицей и морковью,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-s-chechevitsei-i-morkov-iu/
ru,183,Салат с яблоком и сельдереем,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-s-iablokom-i-sel-dereem/
ru,184,Салат из печёной тыквы,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-pechionoi-tykvy/
ru,185,Салат из свёклы и фасоли,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-sviokly-i-fasoli/
ru,186,Картофельный салат с огурцом,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kartofel-nyi-salat-s-ogurtsom/
ru,187,Салат из редиса с зеленью,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-redisa-s-zelen-iu/
ru,188,Салат с брокколи,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-s-brokkoli/
ru,189,Салат из цветной капусты,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-tsvetnoi-kapusty/
ru,190,Морковный салат с яблоком,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/morkovnyi-salat-s-iablokom/
ru,191,Капустный салат с укропом,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kapustnyi-salat-s-ukropom/
ru,192,Салат с рисом и овощами,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-s-risom-i-ovoshchami/
ru,193,Салат с гречкой и овощами,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-s-grechkoi-i-ovoshchami/
ru,194,Салат из помидоров и зелени,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/salat-iz-pomidorov-i-zeleni/
ru,195,Огуречный салат с яблоком,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/ogurechnyi-salat-s-iablokom/
ru,196,Тёплый картофельный салат,Салат,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/tioplyi-kartofel-nyi-salat/
ru,197,Яблочный компот с корицей,Напиток,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/iablochnyi-kompot-s-koritsei/
ru,198,Грушевый компот с яблоком,Напиток,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/grushevyi-kompot-s-iablokom/
ru,199,Компот из смородины,Напиток,https://super-meadow-3240.nadiiahonda34.workers.dev/ru/recipes/kompot-iz-smorodiny/
